PetID,State,State_GPD,State_population,State_density,len_description
1398adca0,Selangor,339757,6518500,804,357
4b949e5c7,Selangor,339757,6518500,804,45
0e80de8ac,Selangor,339757,6518500,804,149
bdde3b5ca,Selangor,339757,6518500,804,165
03c1e47b4,Selangor,339757,6518500,804,160
bf2f87f17,Selangor,339757,6518500,804,205
623111d43,Selangor,339757,6518500,804,146
902114441,Selangor,339757,6518500,804,185
dac60bd9c,Selangor,339757,6518500,804,113
4168bfd52,Selangor,339757,6518500,804,577
7a87da606,Selangor,339757,6518500,804,83
e2aa20dbd,Selangor,339757,6518500,804,971
3828225de,Selangor,339757,6518500,804,1587
130797334,Selangor,339757,6518500,804,242
838c5c399,Selangor,339757,6518500,804,200
6c5079e85,Selangor,339757,6518500,804,360
d55faa0ff,Selangor,339757,6518500,804,574
7a5b854f0,Selangor,339757,6518500,804,106
c2cad7ef6,Selangor,339757,6518500,804,398
45c718348,Selangor,339757,6518500,804,195
c5574bf3d,Selangor,339757,6518500,804,194
21f4a6abf,Selangor,339757,6518500,804,433
d30c88c64,Selangor,339757,6518500,804,337
530c897a2,Selangor,339757,6518500,804,206
4c1981df1,Selangor,339757,6518500,804,794
9aee8fe5a,Selangor,339757,6518500,804,219
335eacf2d,Selangor,339757,6518500,804,135
03f217352,Selangor,339757,6518500,804,375
a4221001f,Selangor,339757,6518500,804,12
4c674cc1f,Selangor,339757,6518500,804,141
4f94e2b5a,Selangor,339757,6518500,804,136
476d40031,Selangor,339757,6518500,804,121
6219a1e79,Selangor,339757,6518500,804,122
d1bfba974,Selangor,339757,6518500,804,88
2d9bdbca9,Selangor,339757,6518500,804,83
ac31057e6,Selangor,339757,6518500,804,87
6d18707ee,Selangor,339757,6518500,804,382
45c871da9,Selangor,339757,6518500,804,87
0fb490c9b,Selangor,339757,6518500,804,397
5f2edae7c,Selangor,339757,6518500,804,217
11b20ee8f,Selangor,339757,6518500,804,131
50fe7d515,Selangor,339757,6518500,804,398
bdb0f50e0,Selangor,339757,6518500,804,585
dbfb1869f,Selangor,339757,6518500,804,125
28a0ae4fe,Selangor,339757,6518500,804,248
7aae61018,Selangor,339757,6518500,804,366
ee2e82f01,Selangor,339757,6518500,804,503
699a81c51,Selangor,339757,6518500,804,330
1a76190c5,Selangor,339757,6518500,804,215
52dae90aa,Selangor,339757,6518500,804,383
e3fa09b97,Selangor,339757,6518500,804,472
7f4fb6f7e,Selangor,339757,6518500,804,352
2177b28d2,Selangor,339757,6518500,804,562
2fdd78c55,Selangor,339757,6518500,804,307
a45142177,Selangor,339757,6518500,804,69
7a7277559,Selangor,339757,6518500,804,1261
e08c4940e,Selangor,339757,6518500,804,193
f9934b985,Selangor,339757,6518500,804,127
43b277272,Selangor,339757,6518500,804,2224
a06a2ee4e,Selangor,339757,6518500,804,664
8dd8e4a4f,Selangor,339757,6518500,804,318
86fe4ed68,Selangor,339757,6518500,804,1034
710dc1661,Selangor,339757,6518500,804,175
9cfe96818,Selangor,339757,6518500,804,416
e554a9066,Selangor,339757,6518500,804,239
ff78347b7,Selangor,339757,6518500,804,655
cba8264f9,Selangor,339757,6518500,804,255
655cbd9ad,Selangor,339757,6518500,804,97
daad5c208,Selangor,339757,6518500,804,12
e4eccb132,Selangor,339757,6518500,804,160
372f9cf86,Selangor,339757,6518500,804,102
f780d04ae,Selangor,339757,6518500,804,135
9aac5500a,Selangor,339757,6518500,804,144
2716a01b4,Selangor,339757,6518500,804,144
c24516b64,Selangor,339757,6518500,804,55
7f094e80c,Selangor,339757,6518500,804,55
dfb59bbe9,Selangor,339757,6518500,804,35
858b1443e,Selangor,339757,6518500,804,574
cfbd5c54d,Selangor,339757,6518500,804,82
881a77dfb,Selangor,339757,6518500,804,177
451d18ba3,Selangor,339757,6518500,804,212
22f6c0ac6,Selangor,339757,6518500,804,424
c6cdbebfa,Selangor,339757,6518500,804,154
9b2d6b1f3,Selangor,339757,6518500,804,273
0008c5398,Selangor,339757,6518500,804,249
97baac4eb,Selangor,339757,6518500,804,204
05d3e4d55,Selangor,339757,6518500,804,393
a5a4898db,Selangor,339757,6518500,804,56
3105b0012,Selangor,339757,6518500,804,416
b6cea4edc,Selangor,339757,6518500,804,180
b549fd8be,Selangor,339757,6518500,804,384
bb567f5cd,Selangor,339757,6518500,804,57
093620671,Selangor,339757,6518500,804,184
98f5b7ecf,Selangor,339757,6518500,804,470
db194aec8,Selangor,339757,6518500,804,103
183e445ea,Selangor,339757,6518500,804,108
2a556d826,Selangor,339757,6518500,804,386
0cde9b460,Selangor,339757,6518500,804,140
ce27c0f68,Selangor,339757,6518500,804,154
f08ee9831,Selangor,339757,6518500,804,674
c4e1afd9e,Selangor,339757,6518500,804,741
d057b97bb,Selangor,339757,6518500,804,930
b3cf90bd1,Selangor,339757,6518500,804,137
ca8306c33,Selangor,339757,6518500,804,301
dfd0fbde8,Selangor,339757,6518500,804,514
2c23cf72e,Selangor,339757,6518500,804,221
8d650d311,Selangor,339757,6518500,804,1285
e24b153bb,Selangor,339757,6518500,804,1236
b188b50cd,Selangor,339757,6518500,804,448
35ce89b5c,Selangor,339757,6518500,804,148
b567ca662,Selangor,339757,6518500,804,52
e53cf2373,Selangor,339757,6518500,804,232
69262e404,Selangor,339757,6518500,804,65
46b603304,Selangor,339757,6518500,804,138
d7a050445,Selangor,339757,6518500,804,586
1b4690d1f,Selangor,339757,6518500,804,72
238c76ea1,Selangor,339757,6518500,804,435
43156136a,Selangor,339757,6518500,804,78
c863daf49,Selangor,339757,6518500,804,347
497312a16,Selangor,339757,6518500,804,227
fe38b7b23,Selangor,339757,6518500,804,588
6e77550de,Selangor,339757,6518500,804,400
468ba458d,Selangor,339757,6518500,804,4
6ac38f654,Selangor,339757,6518500,804,591
5fd83540b,Selangor,339757,6518500,804,43
f1f0972e3,Selangor,339757,6518500,804,431
71510cf8b,Selangor,339757,6518500,804,31
962f76f58,Selangor,339757,6518500,804,101
920cfaad3,Selangor,339757,6518500,804,88
5ae7359ab,Selangor,339757,6518500,804,209
9a96189d5,Selangor,339757,6518500,804,16
ef06f5641,Selangor,339757,6518500,804,191
42b8f0aa7,Selangor,339757,6518500,804,268
6d5fc90f3,Selangor,339757,6518500,804,481
1b8949b5e,Selangor,339757,6518500,804,453
765da0e39,Selangor,339757,6518500,804,1016
cc14a0fb9,Selangor,339757,6518500,804,103
45320bbe7,Selangor,339757,6518500,804,595
a927d96ba,Selangor,339757,6518500,804,77
926070c80,Selangor,339757,6518500,804,6
366a4544f,Selangor,339757,6518500,804,346
d8c6c546e,Selangor,339757,6518500,804,527
4914da5ec,Selangor,339757,6518500,804,238
2e7d08fa6,Selangor,339757,6518500,804,139
12ceeda09,Selangor,339757,6518500,804,27
1a38aecad,Selangor,339757,6518500,804,697
752eb9714,Selangor,339757,6518500,804,545
d77a6813d,Selangor,339757,6518500,804,163
31dbaafaa,Selangor,339757,6518500,804,670
5d45dae82,Selangor,339757,6518500,804,237
225d332dc,Selangor,339757,6518500,804,8
ce0fbe463,Selangor,339757,6518500,804,396
86ac4d6b6,Selangor,339757,6518500,804,76
6c736e9c1,Selangor,339757,6518500,804,145
db0a53c3a,Selangor,339757,6518500,804,293
ce4484c3d,Selangor,339757,6518500,804,165
e16bb6356,Selangor,339757,6518500,804,47
ed89380a6,Selangor,339757,6518500,804,255
e90e0ffae,Selangor,339757,6518500,804,766
db23b96cb,Selangor,339757,6518500,804,194
cfa2afea2,Selangor,339757,6518500,804,163
6e06e37bc,Selangor,339757,6518500,804,656
fc8c8d169,Selangor,339757,6518500,804,1520
2ece6b26b,Selangor,339757,6518500,804,562
a3e85821d,Selangor,339757,6518500,804,82
4771e1226,Selangor,339757,6518500,804,143
d7bb5cf59,Selangor,339757,6518500,804,263
7fec0008f,Selangor,339757,6518500,804,173
4f629151c,Selangor,339757,6518500,804,376
6f94c942b,Selangor,339757,6518500,804,178
342400751,Selangor,339757,6518500,804,362
aa6b8a52b,Selangor,339757,6518500,804,54
c4f05fe80,Selangor,339757,6518500,804,145
5d9feff2e,Selangor,339757,6518500,804,174
4dcee3363,Selangor,339757,6518500,804,394
e486185f9,Selangor,339757,6518500,804,294
8709b75c2,Selangor,339757,6518500,804,449
63f2be2e0,Selangor,339757,6518500,804,694
128293a4d,Selangor,339757,6518500,804,272
214dbc1f4,Selangor,339757,6518500,804,152
35d04e039,Selangor,339757,6518500,804,81
1ba7bdbe6,Selangor,339757,6518500,804,97
d3975e1bd,Selangor,339757,6518500,804,651
a40a230be,Selangor,339757,6518500,804,234
7321cbf99,Selangor,339757,6518500,804,291
700de2c49,Selangor,339757,6518500,804,367
a01a10c4b,Selangor,339757,6518500,804,238
8c2f67527,Selangor,339757,6518500,804,136
ee640a6ba,Selangor,339757,6518500,804,65
37e2f042b,Selangor,339757,6518500,804,276
7f7080e6b,Selangor,339757,6518500,804,330
6aeef2649,Selangor,339757,6518500,804,1016
cc0f5d3ba,Selangor,339757,6518500,804,255
30846007c,Selangor,339757,6518500,804,117
3ccdd1a98,Selangor,339757,6518500,804,44
a85548db7,Selangor,339757,6518500,804,186
799ea79a2,Selangor,339757,6518500,804,338
abd7dcf2c,Selangor,339757,6518500,804,190
a4ebfdf22,Selangor,339757,6518500,804,133
4133ec13c,Selangor,339757,6518500,804,1124
4ba068d30,Selangor,339757,6518500,804,109
c82e4964c,Selangor,339757,6518500,804,230
4db45721a,Selangor,339757,6518500,804,216
79799da25,Selangor,339757,6518500,804,147
cbc7dc778,Selangor,339757,6518500,804,286
91d0ba5c0,Selangor,339757,6518500,804,314
c2ec1becc,Selangor,339757,6518500,804,335
ec5069cf6,Selangor,339757,6518500,804,126
50503b223,Selangor,339757,6518500,804,144
db5e33633,Selangor,339757,6518500,804,134
af93d5c2b,Selangor,339757,6518500,804,692
42d06aa80,Selangor,339757,6518500,804,77
06fb72c12,Selangor,339757,6518500,804,325
b8215b5e3,Selangor,339757,6518500,804,227
f734bc3b5,Selangor,339757,6518500,804,471
38e3b6744,Selangor,339757,6518500,804,84
b32aa8dec,Selangor,339757,6518500,804,58
eb22ed27d,Selangor,339757,6518500,804,57
a52a7c357,Selangor,339757,6518500,804,171
543130f60,Selangor,339757,6518500,804,296
c3f2f166d,Selangor,339757,6518500,804,521
81a176a02,Selangor,339757,6518500,804,184
38e12233c,Selangor,339757,6518500,804,283
4d6a996c1,Selangor,339757,6518500,804,128
dbc39e84b,Selangor,339757,6518500,804,528
eb900ff8a,Selangor,339757,6518500,804,424
24ee3b57d,Selangor,339757,6518500,804,141
a7fd7a703,Selangor,339757,6518500,804,453
05bde54cc,Selangor,339757,6518500,804,18
5f235ec16,Selangor,339757,6518500,804,38
605ca1a51,Selangor,339757,6518500,804,138
d7185ffc1,Selangor,339757,6518500,804,311
ecba82fc3,Selangor,339757,6518500,804,841
8867faa98,Selangor,339757,6518500,804,144
37a11cc19,Selangor,339757,6518500,804,596
1c7a27088,Selangor,339757,6518500,804,102
f0c26af32,Selangor,339757,6518500,804,172
be3508ce5,Selangor,339757,6518500,804,72
3b4bb9973,Selangor,339757,6518500,804,145
4efe77aa0,Selangor,339757,6518500,804,354
28bafb2ee,Selangor,339757,6518500,804,114
ce18c7a4b,Selangor,339757,6518500,804,815
172b6f611,Selangor,339757,6518500,804,20
90dc0d83f,Selangor,339757,6518500,804,558
c79c98af1,Selangor,339757,6518500,804,109
937d74077,Selangor,339757,6518500,804,1451
b73a7ca90,Selangor,339757,6518500,804,121
5ac95823c,Selangor,339757,6518500,804,441
eee978cc3,Selangor,339757,6518500,804,181
49f12d27b,Selangor,339757,6518500,804,555
a05674125,Selangor,339757,6518500,804,89
842c9622d,Selangor,339757,6518500,804,233
f67786a70,Selangor,339757,6518500,804,3
1716cd645,Selangor,339757,6518500,804,271
b9d28a286,Selangor,339757,6518500,804,230
146aa46b3,Selangor,339757,6518500,804,310
a1686cafa,Selangor,339757,6518500,804,349
447be811f,Selangor,339757,6518500,804,333
215f9a760,Selangor,339757,6518500,804,537
d94f98004,Selangor,339757,6518500,804,183
ee83e7a09,Selangor,339757,6518500,804,845
e303359a7,Selangor,339757,6518500,804,209
c34b20922,Selangor,339757,6518500,804,74
7d8ffca23,Selangor,339757,6518500,804,337
b165fe8b1,Selangor,339757,6518500,804,413
0d7f7a155,Selangor,339757,6518500,804,40
cdab9b66a,Selangor,339757,6518500,804,297
d5176f7eb,Selangor,339757,6518500,804,756
bf497e792,Selangor,339757,6518500,804,736
8ce0f64b4,Selangor,339757,6518500,804,315
833408fc5,Selangor,339757,6518500,804,127
752c4af59,Selangor,339757,6518500,804,337
0f1d071a8,Selangor,339757,6518500,804,616
24fad6b0b,Selangor,339757,6518500,804,309
1c9a90078,Selangor,339757,6518500,804,638
1c128e02a,Selangor,339757,6518500,804,82
632a3742c,Selangor,339757,6518500,804,183
86219b4fe,Selangor,339757,6518500,804,371
6edf4f4fb,Selangor,339757,6518500,804,271
e63e3eba8,Selangor,339757,6518500,804,71
74b7d275a,Selangor,339757,6518500,804,534
cecf7977d,Selangor,339757,6518500,804,110
cb33000d9,Selangor,339757,6518500,804,235
cf419ae71,Selangor,339757,6518500,804,25
b84319e15,Selangor,339757,6518500,804,586
7b22d0224,Selangor,339757,6518500,804,277
0ae5f9681,Selangor,339757,6518500,804,89
ae3a99b36,Selangor,339757,6518500,804,497
7bce76c66,Selangor,339757,6518500,804,460
59d4947b6,Selangor,339757,6518500,804,355
ef9b5808b,Selangor,339757,6518500,804,1169
7fb135352,Selangor,339757,6518500,804,95
290cdc8ee,Selangor,339757,6518500,804,385
bc1319810,Selangor,339757,6518500,804,549
218cf1849,Selangor,339757,6518500,804,175
91add3784,Selangor,339757,6518500,804,215
bc4e5abfd,Selangor,339757,6518500,804,1298
12380b365,Selangor,339757,6518500,804,399
0a4203544,Selangor,339757,6518500,804,181
4a4fb4974,Selangor,339757,6518500,804,1062
f642366b6,Selangor,339757,6518500,804,144
573f877f8,Selangor,339757,6518500,804,564
36ab1bdc9,Selangor,339757,6518500,804,26
3cbe65e9a,Selangor,339757,6518500,804,22
183eb3fe5,Selangor,339757,6518500,804,1449
67825bf81,Selangor,339757,6518500,804,202
0cb450c62,Selangor,339757,6518500,804,205
9926c6e5b,Selangor,339757,6518500,804,35
9e9a3285d,Selangor,339757,6518500,804,268
b8aa48ca7,Selangor,339757,6518500,804,141
7b81592b9,Selangor,339757,6518500,804,126
7bb118200,Selangor,339757,6518500,804,398
40b64aa21,Selangor,339757,6518500,804,900
08037d4bc,Selangor,339757,6518500,804,67
c0fe34d97,Selangor,339757,6518500,804,16
2acc0a068,Selangor,339757,6518500,804,1065
de08c8d31,Selangor,339757,6518500,804,1078
8b94ae06d,Selangor,339757,6518500,804,482
8b85a3893,Selangor,339757,6518500,804,89
0955b54fd,Selangor,339757,6518500,804,112
74088eee1,Selangor,339757,6518500,804,2084
42137817c,Selangor,339757,6518500,804,105
7f3895a04,Selangor,339757,6518500,804,278
6518a598b,Selangor,339757,6518500,804,142
e861279c2,Selangor,339757,6518500,804,49
2e989d559,Selangor,339757,6518500,804,281
677968b60,Selangor,339757,6518500,804,469
2d33077f2,Selangor,339757,6518500,804,182
69a1c3147,Selangor,339757,6518500,804,101
2b47d7f0d,Selangor,339757,6518500,804,179
b3faddf18,Selangor,339757,6518500,804,161
9c788a6bb,Selangor,339757,6518500,804,12
ba04f3e21,Selangor,339757,6518500,804,475
227bfa6b8,Selangor,339757,6518500,804,12
4e8ae40c0,Selangor,339757,6518500,804,12
321c14446,Selangor,339757,6518500,804,683
b8dd18a5a,Selangor,339757,6518500,804,256
eda2151fa,Selangor,339757,6518500,804,293
77d38bd16,Selangor,339757,6518500,804,260
82ea3883e,Selangor,339757,6518500,804,37
53bb1d133,Selangor,339757,6518500,804,231
df0a5e6c5,Selangor,339757,6518500,804,530
d96987111,Selangor,339757,6518500,804,301
f03af5072,Selangor,339757,6518500,804,781
e1a2d9477,Selangor,339757,6518500,804,279
2fa5bde3c,Selangor,339757,6518500,804,171
359dd0b52,Selangor,339757,6518500,804,172
bc7b17cd5,Selangor,339757,6518500,804,349
d4e83ee5b,Selangor,339757,6518500,804,344
8693c4e7f,Selangor,339757,6518500,804,638
6dc2f0739,Selangor,339757,6518500,804,184
1253241be,Selangor,339757,6518500,804,340
ada6358f5,Selangor,339757,6518500,804,294
1afdc26fa,Selangor,339757,6518500,804,320
3a050484c,Selangor,339757,6518500,804,713
59a08eeec,Selangor,339757,6518500,804,1062
6c803e00e,Selangor,339757,6518500,804,268
a3e73475f,Selangor,339757,6518500,804,225
169fc07e1,Selangor,339757,6518500,804,1099
eddc2e2ae,Selangor,339757,6518500,804,48
1b9b55f0b,Selangor,339757,6518500,804,279
c6d378000,Selangor,339757,6518500,804,340
2e74deb7b,Selangor,339757,6518500,804,316
f53c216e2,Selangor,339757,6518500,804,441
7374edef0,Selangor,339757,6518500,804,1791
dea01911c,Selangor,339757,6518500,804,248
5678616cc,Selangor,339757,6518500,804,729
1a3c44785,Selangor,339757,6518500,804,146
9b721dcaf,Selangor,339757,6518500,804,698
b6637d165,Selangor,339757,6518500,804,99
dfa8ac290,Selangor,339757,6518500,804,289
ce788268c,Selangor,339757,6518500,804,230
7d526090e,Selangor,339757,6518500,804,230
73a3a3b24,Selangor,339757,6518500,804,315
fdfa41872,Selangor,339757,6518500,804,181
61c5987cd,Selangor,339757,6518500,804,1518
2c08a034c,Selangor,339757,6518500,804,273
75fc7829e,Selangor,339757,6518500,804,288
01ecd8b66,Selangor,339757,6518500,804,236
09cc3f346,Selangor,339757,6518500,804,32
0cb5ad250,Selangor,339757,6518500,804,430
4e8f0401d,Selangor,339757,6518500,804,20
bf01af28f,Selangor,339757,6518500,804,107
bf0deefda,Selangor,339757,6518500,804,692
208beeb80,Selangor,339757,6518500,804,679
528563012,Selangor,339757,6518500,804,125
517a669f2,Selangor,339757,6518500,804,61
81a805fda,Selangor,339757,6518500,804,148
c8cf205ee,Selangor,339757,6518500,804,98
4b90d8806,Selangor,339757,6518500,804,41
a062234cb,Selangor,339757,6518500,804,707
aa88c3b97,Selangor,339757,6518500,804,49
20854e428,Selangor,339757,6518500,804,409
148686ce8,Selangor,339757,6518500,804,135
6e1ba1796,Selangor,339757,6518500,804,282
199fd5d5f,Selangor,339757,6518500,804,879
f6d2c9972,Selangor,339757,6518500,804,159
05a839a89,Selangor,339757,6518500,804,24
f29dc8be2,Selangor,339757,6518500,804,313
cc0d4cec3,Selangor,339757,6518500,804,22
e1e2b0af4,Selangor,339757,6518500,804,618
c1df421c4,Selangor,339757,6518500,804,74
23d2b8824,Selangor,339757,6518500,804,237
06f523361,Selangor,339757,6518500,804,656
79d32926c,Selangor,339757,6518500,804,415
bf5700a80,Selangor,339757,6518500,804,105
2f0e90bdd,Selangor,339757,6518500,804,500
79fd13ffd,Selangor,339757,6518500,804,225
668e0428c,Selangor,339757,6518500,804,426
c44a94d4b,Selangor,339757,6518500,804,220
654acdb4b,Selangor,339757,6518500,804,392
8a9a4edd7,Selangor,339757,6518500,804,432
9804a7d82,Selangor,339757,6518500,804,309
19d68bcc8,Selangor,339757,6518500,804,212
c7c489413,Selangor,339757,6518500,804,464
70b7cb06d,Selangor,339757,6518500,804,54
85587ad13,Selangor,339757,6518500,804,431
88819fc55,Selangor,339757,6518500,804,25
ae116d640,Selangor,339757,6518500,804,536
4f58a37d5,Selangor,339757,6518500,804,1523
2d2f2a305,Selangor,339757,6518500,804,440
f6db28991,Selangor,339757,6518500,804,747
207aa47a6,Selangor,339757,6518500,804,101
cc4e55d5b,Selangor,339757,6518500,804,387
8f49d2828,Selangor,339757,6518500,804,469
ccd3e236f,Selangor,339757,6518500,804,883
9ee370ef6,Selangor,339757,6518500,804,664
0bf2506a5,Selangor,339757,6518500,804,98
c3b263e8f,Selangor,339757,6518500,804,269
7d6298b6e,Selangor,339757,6518500,804,455
f6f2f9424,Selangor,339757,6518500,804,121
9af3fec83,Selangor,339757,6518500,804,559
76301f924,Selangor,339757,6518500,804,96
fed3c719a,Selangor,339757,6518500,804,320
9514ed3eb,Selangor,339757,6518500,804,137
9a21528ec,Selangor,339757,6518500,804,249
f50997846,Selangor,339757,6518500,804,218
f12fc9ea7,Selangor,339757,6518500,804,681
a4edd47eb,Selangor,339757,6518500,804,883
0f9697729,Selangor,339757,6518500,804,279
958a86135,Selangor,339757,6518500,804,55
8ad784999,Selangor,339757,6518500,804,957
4d279eb58,Selangor,339757,6518500,804,464
08e703dfc,Selangor,339757,6518500,804,420
e1c14443e,Selangor,339757,6518500,804,427
2179be57e,Selangor,339757,6518500,804,56
181f3796e,Selangor,339757,6518500,804,54
1952397d3,Selangor,339757,6518500,804,121
cfd7c3baa,Selangor,339757,6518500,804,158
7b872f1aa,Selangor,339757,6518500,804,341
70943f766,Selangor,339757,6518500,804,190
a0be585cb,Selangor,339757,6518500,804,211
2f7563006,Selangor,339757,6518500,804,541
407ef0ea0,Selangor,339757,6518500,804,118
b25d569cd,Selangor,339757,6518500,804,247
95cdbaecc,Selangor,339757,6518500,804,193
ea0d7522c,Selangor,339757,6518500,804,330
52d0469f8,Selangor,339757,6518500,804,1964
d87bad8d9,Selangor,339757,6518500,804,775
b560efa40,Selangor,339757,6518500,804,121
8fd0d7864,Selangor,339757,6518500,804,95
708d4eb55,Selangor,339757,6518500,804,234
fa8cdf62e,Selangor,339757,6518500,804,54
9b52894bc,Selangor,339757,6518500,804,1482
d8b0d6ad9,Selangor,339757,6518500,804,605
552d8047c,Selangor,339757,6518500,804,246
e1b3455c8,Selangor,339757,6518500,804,171
9497fd08f,Selangor,339757,6518500,804,63
e86a055e3,Selangor,339757,6518500,804,240
f80157011,Selangor,339757,6518500,804,364
3fd5af157,Selangor,339757,6518500,804,8
e7ab271b1,Selangor,339757,6518500,804,1140
c5b717bc2,Selangor,339757,6518500,804,436
396a2773f,Selangor,339757,6518500,804,75
da424cdd7,Selangor,339757,6518500,804,117
e5f76fab6,Selangor,339757,6518500,804,253
ee50b9066,Selangor,339757,6518500,804,208
473af1ce7,Selangor,339757,6518500,804,1045
bf6a56d33,Selangor,339757,6518500,804,608
186779691,Selangor,339757,6518500,804,398
c7e3c3270,Selangor,339757,6518500,804,133
6c14f7807,Selangor,339757,6518500,804,326
c9595d1f6,Selangor,339757,6518500,804,320
5ca36463c,Selangor,339757,6518500,804,200
9e51267f5,Selangor,339757,6518500,804,767
1effd827e,Selangor,339757,6518500,804,117
7e9308e0e,Selangor,339757,6518500,804,647
0f58e5dd5,Selangor,339757,6518500,804,194
1de8444a7,Selangor,339757,6518500,804,817
d29d34cfe,Selangor,339757,6518500,804,854
dfc8a8e9c,Selangor,339757,6518500,804,33
78e5e19b6,Selangor,339757,6518500,804,15
ec57adce7,Selangor,339757,6518500,804,387
c517992c8,Selangor,339757,6518500,804,415
f680cd37a,Selangor,339757,6518500,804,711
0985e2dad,Selangor,339757,6518500,804,9
3daede547,Selangor,339757,6518500,804,209
4813a0d67,Selangor,339757,6518500,804,664
810b069f2,Selangor,339757,6518500,804,116
1b0c683e7,Selangor,339757,6518500,804,787
95d951387,Selangor,339757,6518500,804,350
2aac4b61a,Selangor,339757,6518500,804,444
2bc51f69b,Selangor,339757,6518500,804,1032
d6b7b63de,Selangor,339757,6518500,804,117
3f3962d65,Selangor,339757,6518500,804,1847
e2f1f5377,Selangor,339757,6518500,804,16
0636650db,Selangor,339757,6518500,804,225
70335663e,Selangor,339757,6518500,804,1030
b7809d0dd,Selangor,339757,6518500,804,50
3f4cf8745,Selangor,339757,6518500,804,418
aa11bee11,Selangor,339757,6518500,804,419
77e679018,Selangor,339757,6518500,804,304
420f5cd9c,Selangor,339757,6518500,804,154
1ba42eca2,Selangor,339757,6518500,804,17
928fba0c4,Selangor,339757,6518500,804,150
cbbf3acfc,Selangor,339757,6518500,804,233
7268e9e21,Selangor,339757,6518500,804,228
30d293a39,Selangor,339757,6518500,804,135
954a6e415,Selangor,339757,6518500,804,394
c6df6932d,Selangor,339757,6518500,804,1324
4a0cda147,Selangor,339757,6518500,804,628
e4941c40c,Selangor,339757,6518500,804,404
9aabc0113,Selangor,339757,6518500,804,16
f3152276a,Selangor,339757,6518500,804,121
af4483325,Selangor,339757,6518500,804,225
12ccd5019,Selangor,339757,6518500,804,108
0e9eec98f,Selangor,339757,6518500,804,90
f3207cde7,Selangor,339757,6518500,804,304
d17892c89,Selangor,339757,6518500,804,814
ea7ef6aee,Selangor,339757,6518500,804,93
660742236,Selangor,339757,6518500,804,335
c611f493b,Selangor,339757,6518500,804,108
5b729ae6c,Selangor,339757,6518500,804,367
68c69f5c1,Selangor,339757,6518500,804,39
bf2b57c9d,Selangor,339757,6518500,804,227
35cf91e6e,Selangor,339757,6518500,804,109
4e991c023,Selangor,339757,6518500,804,732
f1953d1cd,Selangor,339757,6518500,804,966
9b4dad348,Selangor,339757,6518500,804,808
3a0e3b527,Selangor,339757,6518500,804,576
a8249d599,Selangor,339757,6518500,804,168
32acc8a7a,Selangor,339757,6518500,804,878
f5bf7aabd,Selangor,339757,6518500,804,78
7330b19a5,Selangor,339757,6518500,804,46
c675f3b10,Selangor,339757,6518500,804,511
885b7eb9b,Selangor,339757,6518500,804,374
c09e086c8,Selangor,339757,6518500,804,7
4f3e35156,Selangor,339757,6518500,804,55
be2119ed0,Selangor,339757,6518500,804,438
51d815775,Selangor,339757,6518500,804,678
cb307f308,Selangor,339757,6518500,804,514
fab063ed4,Selangor,339757,6518500,804,228
272a3fb52,Selangor,339757,6518500,804,694
c8d22c965,Selangor,339757,6518500,804,8
b1f5f19fa,Selangor,339757,6518500,804,669
9e11a3158,Selangor,339757,6518500,804,61
943611bd0,Selangor,339757,6518500,804,822
9f3fe015b,Selangor,339757,6518500,804,17
a566e5a44,Selangor,339757,6518500,804,200
ed194417f,Selangor,339757,6518500,804,445
426662616,Selangor,339757,6518500,804,518
031a0e45a,Selangor,339757,6518500,804,373
c0c1504db,Selangor,339757,6518500,804,93
83d15cf4d,Selangor,339757,6518500,804,1563
f489059e0,Selangor,339757,6518500,804,984
c7195edba,Selangor,339757,6518500,804,3809
071753413,Selangor,339757,6518500,804,205
18c7d13d3,Selangor,339757,6518500,804,85
06c724ada,Selangor,339757,6518500,804,1344
839733624,Selangor,339757,6518500,804,115
79a352e54,Selangor,339757,6518500,804,348
944a5fec2,Selangor,339757,6518500,804,180
e96c2483c,Selangor,339757,6518500,804,272
f08b9d3c3,Selangor,339757,6518500,804,990
326c9c979,Selangor,339757,6518500,804,369
6824120c3,Selangor,339757,6518500,804,743
3a7bcfea4,Selangor,339757,6518500,804,370
2f0805ceb,Selangor,339757,6518500,804,173
bd3fb8531,Selangor,339757,6518500,804,244
4ffbe0538,Selangor,339757,6518500,804,191
bca4defa4,Selangor,339757,6518500,804,1994
79abb5387,Selangor,339757,6518500,804,167
9ec6fbb61,Selangor,339757,6518500,804,671
a6783a1c6,Selangor,339757,6518500,804,85
50339ca55,Selangor,339757,6518500,804,467
672cc8af8,Selangor,339757,6518500,804,489
af8138fea,Selangor,339757,6518500,804,252
f35683806,Selangor,339757,6518500,804,404
3cdbf07be,Selangor,339757,6518500,804,933
e13c47053,Selangor,339757,6518500,804,20
8dc7b3ffa,Selangor,339757,6518500,804,171
af1035c81,Selangor,339757,6518500,804,118
a9bc357f0,Selangor,339757,6518500,804,277
4e797dcdd,Selangor,339757,6518500,804,204
867308404,Selangor,339757,6518500,804,118
54791dc58,Selangor,339757,6518500,804,146
fbb112b7e,Selangor,339757,6518500,804,209
747c82f83,Selangor,339757,6518500,804,208
c7b468b32,Selangor,339757,6518500,804,8
74e316be1,Selangor,339757,6518500,804,119
0bd4aed6b,Selangor,339757,6518500,804,10
7de2f688b,Selangor,339757,6518500,804,202
